163	151291	rhX	1291
164	441105	5Bq	105
165	41740	F1W	1240
166	248485	aRR	485
167	309185	un8	185
168	383512	42E	12
169	253360	Xir	860
170	171101	uKW	1101
171	171305	oXv	805
172	491463	ack	1463
173	297090	6ME	590
174	102787	MDF	287
175	59510	xJX	10
176	91354	iru	1354
177	214925	ZYd	425
178	369276	zZl	1276
179	24912	Ofk	1412
180	415055	ZF1	55
181	401770	z7N	270
182	368872	1X6	1372
183	334296	5iY	796
184	415809	1Zk	309
185	497754	kL3	254
186	410171	dl4	171
187	456429	AhJ	929
188	130188	iRv	688
189	499817	kwI	817
190	20503	CRc	503
191	33469	7DA	469
192	271170	Awd	670
193	427058	ikn	558
194	72326	eFz	1326
195	204374	07F	374
196	88642	sQO	642
197	417853	BEy	353
198	428680	eVf	1180
199	340285	kAK	1285
200	80473	Vwa	1473
201	207066	NbX	1066
202	325767	GfN	267
203	241096	Zno	1096
204	308786	2Uk	786
205	348334	xV5	334
206	274698	r9B	198
207	70421	VAI	421
208	382479	X55	479
209	355363	65Y	363
210	316168	pDy	1168
211	333982	SSq	1482
212	144225	S7a	725
213	486348	B6I	848
214	164057	dq9	557
215	320599	zks	599
216	136104	rla	104
217	284455	3w4	1455
218	110172	H2A	172
219	402704	J32	204
220	171982	7aQ	482
221	441371	6R6	1371
222	192380	06r	880
223	249419	xH5	419
224	2058	eek	558
225	235161	LaQ	661
226	136644	Fpc	1144
227	249817	2ug	817
228	43445	So1	1445
229	229707	Q50	207
230	282098	v3D	1098
231	477171	SPq	671
232	289559	wvc	559
233	351813	MiF	813
234	471624	wMU	124
235	374466	uVH	1466
236	166517	dG3	517
237	377326	Fw6	326
238	481635	5TG	635
239	368580	2NI	80
240	298537	r0L	1037
241	105280	ocF	1280
242	254366	hpv	866
243	120197	GKu	197
244	197313	Lvi	813
245	218528	PEr	1028
246	217483	ttR	1483
247	368059	NIh	1059
248	381363	VQW	363
249	204611	K0j	611
250	298693	Fq6	193
251	395948	ROm	448
252	487048	8jO	1048
253	367910	ExX	1410
254	167186	xDJ	1186
255	22152	Z4t	152
256	314582	i21	582
257	19566	Epf	566
258	122360	22R	360
259	341443	pHQ	1443
260	353605	FCT	105
261	234286	KiS	786
262	123519	5zS	1019
263	149832	cyf	1332
264	43206	Fqv	706
265	137981	dQo	981
266	497697	y1g	1197
267	271074	Pe0	1074
268	342028	Fr3	1028
269	111795	PIn	1295
270	318346	mrM	846
271	261674	lXa	674
272	102598	xNc	598
273	259616	WZe	616
274	467955	Eph	455
275	157118	i0w	618
276	485359	FfY	859
277	471929	Xxp	429
278	69422	oCo	422
279	424243	XM9	1243
280	112994	OHI	1494
281	481150	q5X	1150
282	98912	YM8	412
283	232780	C9R	780
284	250682	xa6	182
285	249667	t70	167
286	223403	JCb	1403
287	224056	Lxt	556
288	309870	azz	370
289	228284	wpF	784
290	16222	A6g	1222
291	459049	8sW	49
292	348242	qJv	742
293	131262	EVy	762
294	450122	bbZ	622
295	298400	gp3	1400
296	146880	Vrv	880
297	410468	iTD	468
298	114342	EBA	1342
299	105456	SE3	956
300	41421	YSA	421
301	132069	xxJ	69
302	49633	1k1	133
303	179789	1U7	789
304	168668	Vxf	1168
305	214758	Iju	1258
306	121073	BpY	1073
307	196836	wDn	1336
308	274500	Fun	500
309	349834	tVo	1334
310	294141	154	1141
311	187872	pbF	872
312	329500	Lw9	1500
313	204103	DvD	103
314	328344	Bwj	844
315	37566	PBO	66
316	190450	s0s	950
317	319663	vzR	163
318	499893	vUW	393
319	459791	0YS	291
320	371762	eqW	1262
321	363500	WIZ	500
322	115997	s23	1497
323	121723	ld1	1223
324	87704	dct	704
325	284122	a3p	122
326	437894	Ser	1394
327	353546	YG8	546
328	447718	JNc	718
329	120734	3Pc	1234
330	293110	Tz8	1110
331	338643	iFO	143
332	201328	sHe	828
333	49880	EBh	1380
334	390324	Wfv	324
335	312869	Ffe	869
336	184245	W8z	245
337	82570	9rx	70
338	191409	948	409
339	456376	XZ0	376
340	436198	KR2	698
341	242425	xu2	425
342	373381	dd6	881
343	474225	BFz	725
344	262376	t8d	1376
345	155071	rj7	71
346	304334	lYE	1334
347	52595	685	1095
348	37799	IMy	1299
349	82224	GKZ	1224
350	311095	GDn	1095
351	168145	uqO	145
352	438211	U8w	711
353	47449	vzp	1449
354	380734	6Rc	734
355	186722	DC9	722
356	398629	olg	129
357	348736	oom	236
358	299950	iLQ	950
359	337954	xT1	954
360	3358	RKk	858
361	420907	qgV	907
362	228774	0qM	774
363	193652	LW8	1152
364	179669	d8v	669
365	363737	waE	237
366	179672	6rL	1172
367	293602	XzC	602
368	275926	vWQ	426
369	29272	Bmn	772
370	438586	t5l	86
371	224402	Bts	402
372	346356	4Jq	856
373	89683	al1	683
374	50038	WLZ	538
375	127072	k4q	1072
376	406949	eJ9	1449
377	458776	7PI	276
378	35136	NNu	1136
379	123220	3fL	720
380	322486	yED	986
381	173720	gB8	220
382	485218	qDb	218
383	58604	aaw	1104
384	314009	sUi	509
385	343792	7up	792
386	335832	uBU	832
387	54381	cOc	381
388	375636	WbM	1136
389	334595	qKM	1095
390	478483	o15	483
391	412763	bDq	763
392	317754	ywx	254
393	228307	nBW	1307
394	209094	kWe	1094
395	51127	Xlm	1127
396	230523	Crk	1023
397	475556	BVF	56
398	132701	vfM	701
399	344674	EEb	174
400	63385	ads	885
401	328648	ld0	1148
402	65126	65F	626
403	389710	11J	210
404	214224	iN5	224
405	160284	YHJ	284
406	307881	Vvx	1381
407	378010	Zal	510
408	419000	9LG	1000
409	385913	Gno	1413
410	182973	LsJ	473
411	460201	eTU	701
412	367938	fSd	938
413	98263	tC6	763
414	82455	A5W	455
415	35285	91u	785
416	277516	ArD	516
417	328669	jb7	169
418	200504	ooL	1004
419	371861	SX4	861
420	208191	kaQ	1191
421	288517	DkB	1017
422	23094	MVM	1094
423	162390	rCr	890
424	457977	5Yw	1477
425	450484	q0y	1484
426	388075	uoq	575
427	5625	tkw	1125
428	46566	4q4	66
429	407622	o80	622
430	177500	0pm	1500
431	277579	x54	79
432	268250	Equ	250
433	215645	tII	645
434	311048	TUb	548
435	260133	UCq	1133
436	237928	xbR	1428
437	28481	CJV	1481
438	466644	YpA	1144
439	21367	vZZ	367
440	241930	KLL	930
441	293565	yIU	1065
442	466916	VsJ	916
443	3232	zUu	732
444	319130	FE6	130
445	422266	UET	266
446	205708	rxb	708
447	183997	ePD	997
448	144280	g0a	280
449	80794	HXm	794
450	180123	6A0	1123
451	418824	Msp	1324
452	80880	bHR	1380
453	208576	naL	76
454	226437	mdm	937
455	465070	Avq	70
456	328789	gcC	1289
457	121532	RfT	532
458	184228	toY	228
459	98072	YNH	1072
460	377922	5vo	422
461	260957	nNq	957
462	440479	53n	479
463	150446	I6R	946
464	96377	Grd	377
465	487682	Oyb	182
466	189981	BYo	981
467	246318	EgX	1318
468	42782	9q9	1282
469	402242	Jco	242
470	329095	udD	1095
471	261710	hlw	710
472	28419	xeI	1419
473	421900	OZ1	400
474	489848	ONQ	848
475	180239	bkJ	239
476	8791	PK5	291
477	307964	sWE	1464
478	434161	gqU	1161
479	482080	VY9	80
480	44755	arb	755
481	419019	mtr	1019
482	310072	HMW	572
483	65878	HqU	378
484	372947	DJa	1447
485	32083	asL	583
486	116630	Bmd	630
487	397856	Jfe	356
488	162895	Cz8	395
489	83641	wYH	141
490	305671	OBd	1171
491	482345	3D8	1345
492	45490	vPJ	1490
493	274468	EkH	968
494	436826	rgm	326
495	167105	dEE	105
496	159511	q21	11
497	77652	vwA	152
498	264280	WvY	780
499	386740	MBQ	1240
500	240663	8zM	163
501	128549	EXE	49
502	485358	aDo	858
503	445240	Xyz	240
504	439728	0lb	1228
505	24481	nKg	981
506	407690	wZB	690
507	129413	cut	413
508	123306	5HB	1306
509	216643	ySc	143
510	160873	PO9	1373
511	477531	ap6	1031
512	469467	9Tp	967
513	276170	aGP	1170
514	257274	qdQ	1274
515	335774	hWg	1274
516	413742	2rJ	242
517	269182	ohf	682
518	62832	cp8	832
519	150572	0eh	72
520	50385	olV	885
521	326990	DGv	1490
522	230430	zu5	930
523	163900	n8Z	400
524	388450	GDd	950
525	138117	HjX	617
526	64967	kCL	467
527	210557	5vU	1057
528	384154	0dX	1154
529	30745	WgW	1245
530	104450	lLN	1450
531	31568	L6j	1068
532	58598	K7y	98
533	210483	toV	483
534	382663	yOR	163
535	159011	RHj	511
536	331209	TAu	709
537	126735	pHo	235
538	125287	i5s	287
539	269158	iJR	158
540	203228	p3U	728
541	301489	qSq	489
542	358613	N9H	113
543	114316	Tbw	816
544	148002	kC5	2
545	99630	kFX	630
546	210055	6qK	1055
547	386747	gaE	247
548	246972	poW	1472
549	421515	fTC	15
550	107235	MP6	735
551	428292	ask	292
552	119015	crt	1015
553	442593	c1o	93
554	417031	mrU	531
555	44349	AyU	349
556	212433	Ic0	1433
557	261059	rYt	59
558	170937	mt7	937
559	351028	VtI	28
560	99386	7pw	886
561	129612	kAA	612
562	125975	y0x	975
563	239331	pGO	1331
564	319975	Z4A	475
565	114139	Tda	139
566	457700	Top	200
567	305767	Cy6	1267
568	340595	nIA	95
569	391925	xqp	925
570	142510	vpG	10
571	456738	abn	1238
572	319298	vly	1298
573	128499	emU	1499
574	315216	54X	216
575	56038	oDz	38
576	368509	mCM	509
577	330323	ZZu	1323
578	294741	C4v	241
579	322558	TSy	1058
580	189039	S3W	1039
581	477558	ONW	1058
582	297035	vfw	1035
583	181287	ycn	787
584	497208	7Du	708
585	176971	Hgc	471
586	426627	Iii	127
587	188239	f2G	239
588	428726	PO9	726
589	398837	q7H	1337
590	62410	ApH	910
591	369636	kyR	1136
592	166990	mWk	1490
593	256949	xQY	449
594	356112	8hF	612
595	262079	OyJ	579
596	295932	IKz	1432
597	124327	F9r	327
598	57955	rQd	455
599	31195	7lz	695
600	60409	NLm	1409
601	210041	Ffl	1041
602	29221	hi6	721
603	142732	17G	1232
604	55218	phc	1218
605	420166	CyI	1166
606	276517	3D5	17
607	393570	7Eo	70
608	229754	YTV	1254
609	173971	gnT	971
610	30642	h8N	1142
611	266859	HrQ	359
612	422050	DBt	550
613	143731	Xkn	231
614	243455	kJm	1455
615	172760	Iqv	1260
616	464667	J5U	1167
617	434905	ugs	905
618	347346	z7V	846
619	429768	BEA	268
620	201409	9Ev	1409
621	51598	WyR	98
622	424698	e1r	1198
623	448649	pO5	1149
624	205769	tVV	1269
625	165725	Aql	225
626	294571	w0B	1071
627	250678	Wdz	678
628	135484	tKr	484
629	54272	LER	1272
630	177796	BIn	796
631	57703	W6t	1203
632	106376	mNl	1376
633	43328	tm3	1328
634	495429	vP9	1429
635	462539	MdF	1039
636	477186	P1S	1186
637	459753	E5r	753
638	394460	aHN	960
639	146744	rn4	1244
640	194837	MOd	1337
641	113947	ywb	447
642	148402	GQ5	902
643	199978	r8x	1478
644	455073	4c5	1073
645	308627	nsk	127
646	24033	VN0	33
647	292895	VVf	895
648	78977	OxV	977
649	499030	Z2h	30
650	18482	aAr	982
651	438967	dPb	1467
652	39145	jio	645
653	267805	4xr	805
654	152771	1hC	1271
655	341695	4EB	695
656	311934	z1R	434
657	57310	PFX	1310
658	384127	6Ns	1127
659	225429	Pr3	929
660	303195	5BD	1195
661	299547	Wde	547
662	359372	1ZP	1372
663	144823	prM	323
664	389605	03M	105
665	270137	zNs	637
666	66900	pEL	1400
667	358390	tRk	1390
668	277500	oaM	500
669	458136	PMI	1136
670	204651	RzF	1151
671	113258	CUt	258
672	125535	8fi	1035
673	480875	djZ	375
674	342999	DDv	1499
675	328659	g5z	659
676	295184	oAY	684
677	377048	PLh	1048
678	29622	Jy8	622
679	447425	KlR	425
680	448032	Vff	1032
681	239145	D9P	1145
682	352625	xsa	625
683	112836	r0M	836
684	91656	yJa	656
685	227875	Z1E	375
686	222085	hcb	85
687	98102	VWT	1102
688	356310	5pL	1310
689	19168	XaT	1168
690	293664	hZ3	1164
691	398883	ABH	883
692	226878	9kW	878
693	112629	zmG	629
694	321432	5A7	432
695	356002	ZYN	2
696	342973	e75	1473
697	83452	Y2D	1452
698	338411	wFV	1411
699	117059	frF	1059
700	357282	Ojf	1282
701	436466	qCP	466
702	359097	XmT	1097
703	145724	Nv4	724
704	69276	plW	1276
705	238704	lYG	704
706	171685	LdL	685
707	340798	kbF	1298
708	73394	CRQ	394
709	133712	OmN	212
710	254242	5DA	242
711	283518	2dC	18
712	59014	Ksw	1014
713	40652	Byz	652
714	142302	PKE	802
715	316240	Jh1	240
716	392952	H8A	452
717	224447	wzZ	1447
718	144107	BXy	107
719	171515	UP1	515
720	330026	Ttz	26
721	274367	lBj	367
722	462180	Fj2	680
723	313799	0DC	299
724	298228	WOp	228
725	167387	WbH	1387
726	6733	awq	233
727	98169	5Zl	169
728	324391	RQ5	891
729	70797	rF5	797
730	60973	kTE	473
731	172845	coA	1345
732	180602	ShF	602
733	234511	qvB	511
734	280867	o5S	867
735	174227	d2h	227
736	352180	pCK	1180
737	422821	Bng	321
738	176521	idG	521
739	442470	ogW	970
740	386298	20e	798
741	413891	4kn	391
742	75620	WlN	620
743	84905	BTn	405
744	383817	WSt	817
745	476665	tcY	665
746	435890	SRe	890
747	383787	ANz	787
748	374771	G1p	271
749	220472	yiV	472
750	76002	thF	2
751	499248	DqM	1248
752	203017	Vq2	1017
753	309059	jHG	1059
754	461381	KgL	881
755	222856	PCW	856
756	83773	rOS	773
757	425191	KCG	191
758	167752	UaH	752
759	326403	46Z	903
760	254718	PLs	218
761	157333	mQj	833
762	59790	QMr	290
763	208390	MI8	890
764	317695	j1D	695
765	17892	TKj	892
766	444067	YG3	1067
767	232348	cQt	348
768	332931	isW	1431
769	53778	bfg	778
770	298809	1fg	1309
771	25837	D51	837
772	42513	dtf	513
773	94022	Vbx	22
774	27527	mWU	27
775	284983	FUj	983
776	87732	ko6	732
777	422874	6ez	874
778	183463	HZP	1463
779	251195	yzc	695
780	471747	U90	247
781	92526	MUi	526
782	316058	P4z	1058
783	423298	DPl	798
784	17668	ZdE	1168
785	450700	8Pr	1200
786	185908	hLR	1408
787	161359	nYD	359
788	363796	aF0	296
789	112952	C5X	1452
790	393961	i1j	961
791	15335	PKK	335
792	467300	IXN	300
793	290063	fqy	1063
794	151600	Ptg	1100
795	488904	XlA	1404
796	263372	sK8	372
797	228126	0iD	1126
798	120344	PLI	344
799	241993	Kpb	993
800	469910	YEl	1410
801	280037	2Ze	1037
802	334255	Z53	255
803	319474	MUy	1474
804	67345	2NR	1345
805	92279	Hcg	279
806	22697	ohr	197
807	333796	Woh	1296
808	379410	9Yg	910
809	436738	Fk2	1238
810	78107	lJD	1107
811	443411	CFO	411
812	149594	RkO	594
813	79689	zlc	1189
814	43541	q5j	541
815	108185	1t5	185
816	178901	omG	401
817	368765	P4D	765
818	378438	vZx	1438
819	130920	Qeb	420
820	348584	o62	84
821	327847	amk	347
822	313757	9ov	757
823	198737	S06	1237
824	145812	OEY	312
825	492663	WJR	163
826	179578	R2B	578
827	485118	lif	118
828	471874	0M7	374
829	296505	p3B	1005
830	157418	SLM	918
831	66238	ZUG	238
832	136960	SLe	460
833	155237	AZw	737
834	276954	ve6	1454
835	186978	o99	978
836	231352	DUF	852
837	181600	LWX	600
838	384470	NMX	1470
839	383654	6ZS	1154
840	93647	XfD	147
841	84657	y78	157
842	116564	spt	64
843	387013	lGz	13
844	149141	2gW	641
845	401480	h8W	980
846	63492	uSl	1492
847	25209	a00	709
848	341464	yeo	964
849	400027	eCX	1027
850	427281	3pl	781
851	91311	DoA	811
852	113877	CKt	1377
853	78469	D6w	1469
854	224000	1OK	1500
855	373794	ULM	794
856	238568	vdT	1068
857	243255	IZP	755
858	207199	ekv	699
859	448954	LwX	954
860	5293	VrW	1293
861	111442	6bM	942
862	8036	ycA	36
863	314901	Kdw	401
864	107127	4Hf	1127
865	195262	Lgr	762
866	327483	7th	983
867	232103	uPO	603
868	83287	cHF	787
869	110974	9Pm	474
870	459204	lj9	704
871	201286	IYP	786
872	239042	4fi	42
873	405654	MlL	154
874	28227	0DX	1227
875	134167	JkS	1167
876	107752	NQs	252
877	79433	dzu	1433
878	59036	OU0	536
879	241611	TT4	111
880	118289	DSL	789
881	422683	DLO	183
882	70667	Yog	667
883	122967	GhS	1467
884	350679	mwJ	1179
885	151084	dD9	1084
886	211534	pkS	534
887	202804	MYA	304
888	79899	QRt	1399
889	157433	d1a	433
890	413473	2GK	1473
891	440814	wgP	814
892	119486	4sf	486
893	38730	2Fy	230
894	5696	NJj	196
895	61600	KxT	600
896	273602	yu2	1102
897	296622	Egx	622
898	177840	4mh	1340
899	217839	ma2	839
900	279972	gDl	972
901	439707	8Ig	707
902	119977	3Rm	477
903	22753	W2g	753
904	339254	wwG	1254
905	442623	oHq	1123
906	276617	p49	1117
907	106717	pl4	717
908	369487	dZN	487
909	285824	ljC	824
910	217619	Ol5	1119
911	376763	D1M	263
912	40443	1Jh	443
913	35216	SEJ	1216
914	52049	le2	549
915	98502	7uI	1002
916	239137	4ql	1137
917	117586	iRe	86
918	467289	UuB	789
919	138215	D2k	715
920	44584	DQb	1084
921	297012	CI0	1012
922	209051	D0d	1051
923	254342	A7N	1342
924	274619	qlz	619
925	431971	Dm8	471
926	180301	VnI	1301
927	67130	Hk5	130
928	447460	ubg	460
929	177379	0Wi	1379
930	319631	L95	1131
931	41281	T46	281
932	127439	I7i	1439
933	453211	wr9	711
934	156772	hOC	772
935	281769	Ekl	1269
936	76700	K72	200
937	81389	OUO	1389
938	185111	pKH	111
939	432157	EUd	657
940	63918	uZG	1418
941	387139	18c	139
942	212010	5D9	10
943	24811	gBf	311
944	439733	r12	1233
945	487511	iDR	511
946	403051	J0H	551
947	333917	o0d	417
948	212853	N5q	353
949	253461	7WT	1461
950	387026	vNm	26
951	197649	O4x	649
952	146577	l9e	77
953	388361	rQ8	1361
954	95005	Fnh	505
955	274626	c5k	126
956	213531	jMJ	531
957	12124	nLA	1124
958	194202	4Cf	702
959	208053	JSz	1053
960	422848	ot6	348
961	146793	xoD	793
962	103262	Cx9	262
963	390470	k9F	470
964	146895	XTU	895
965	182642	vcN	1142
966	199116	L3E	1116
967	47494	5YF	1494
968	32787	uXj	787
969	121282	1Uv	282
970	54661	c4A	1161
971	152629	ebr	629
972	486433	5Ru	933
973	264448	tAC	1448
974	101902	Xux	902
975	185665	VJm	665
976	478881	4c9	381
977	41803	UWO	1303
978	163472	e0Q	472
979	99592	xll	592
980	296586	dqT	586
981	235213	5nK	1213
982	19439	F3v	1439
983	72675	TLE	675
984	193089	sO3	589
985	317169	WeY	669
986	407891	6oz	391
987	312283	xFZ	1283
988	142433	vcm	1433
989	2444	R4B	444
990	427508	gUT	1008
991	305650	OpR	150
992	203501	SyJ	1001
993	170	c03	170
994	224838	qxW	838
995	441933	5KU	1433
996	159798	bK0	298
997	80457	J7X	457
998	56703	92k	703
999	390351	QPD	1351
1000	63239	jhf	739
1001	310130	rGc	630
1002	335446	v9N	946
1003	70300	Fdm	800
1004	150424	jPJ	1424
1005	60320	sse	320
1006	352798	FPv	798
1007	218529	BOy	1029
1008	184249	ZEr	1249
1009	455603	Swk	1103
1010	51975	may	1475
1011	217744	Gxc	244
1012	81487	bAu	487
1013	129629	7Jz	629
1014	489145	tqM	1145
1015	471059	LV6	559
1016	55030	xVz	30
1017	323784	Xtu	284
1018	231834	oEq	334
1019	385845	zto	845
1020	490910	jbv	410
1021	411342	gu1	1342
1022	200206	jZT	206
1023	296871	DGz	1371
1024	23960	LN2	960
1025	465030	uAG	30
1026	221214	cTV	1214
1027	220119	TPi	619
1028	209977	gg2	477
1029	292961	21h	1461
1030	434643	0ZT	143
1031	214140	JoA	1140
1032	280573	0Ps	73
1033	495569	EEv	569
1034	236484	udS	484
1035	221100	o5z	100
1036	122092	h1z	1092
1037	326813	U5p	1313
1038	139106	quY	606
1039	162148	sIN	648
1040	367757	qeH	757
1041	429844	evH	344
1042	222443	j2X	1443
1043	473093	AFy	93
1044	271048	XjJ	548
1045	35706	lhY	1206
1046	445137	KZ5	637
1047	6520	DHJ	520
1048	200281	1jc	1281
1049	281120	vqM	620
1050	286757	qZW	757
1051	417427	J4q	927
1052	369581	tM9	81
1053	303796	pJM	296
1054	69803	dEa	803
1055	126082	1lg	582
1056	29119	Cu4	119
1057	96744	xss	744
1058	86675	ztX	1175
1059	479894	tVG	394
1060	242377	f8R	877
1061	202540	zdi	1040
1062	143705	SdX	205
1063	302320	gFG	320
1064	148257	938	757
1065	376399	ogH	399
1066	147793	CbJ	1293
1067	384948	1Mv	948
1068	174591	N2L	591
1069	49598	grf	598
1070	350392	1qd	892
1071	148613	TyK	1113
1072	14431	Bup	1431
1073	95058	Vyb	58
1074	270752	P7I	752
1075	163854	wsC	854
1076	466683	n7C	183
1077	114148	OvR	1148
1078	64757	gIA	1257
1079	218401	GLX	401
1080	46204	2ZX	204
1081	153579	CPS	579
1082	174739	6JF	1239
1083	301911	jEx	911
1084	47037	qNK	537
1085	25902	YB0	1402
1086	490316	Q9n	316
1087	23488	cP1	1488
1088	63720	8ch	1220
1089	44566	w5J	66
1090	409858	joc	358
1091	466214	pPY	214
1092	336697	Ks5	697
1093	458333	4MV	333
1094	20337	aH9	837
1095	225444	6ic	1444
1096	348956	BfI	956
1097	53742	pHg	742
1098	406735	Iss	735
1099	338	c8n	1338
1100	188327	FrV	1327
1101	157663	qdi	663
1102	380845	178	845
1103	13931	ln7	431
1104	259124	Bs3	1124
1105	22466	uqc	1466
1106	77670	b3f	170
1107	360637	mLG	637
1108	234775	U44	775
1109	142629	G7C	1129
1110	466033	v6H	1033
1111	178602	Chn	1102
1112	12550	Amz	50
1113	488325	Fue	825
1114	455743	zkV	243
1115	66189	EYG	1189
1116	169096	FMd	96
1117	194445	Ewl	445
1118	260078	lzz	1078
1119	479248	EVK	1248
1120	452485	nxG	1485
1121	440135	uk5	135
1122	184414	yPY	1414
1123	19082	kdB	1082
1124	198986	P1W	486
1125	410287	37G	787
1126	90601	bAz	101
1127	81378	fyD	878
1128	203284	qQ1	284
1129	169803	biD	803
1130	438696	otK	196
1131	60132	ovb	632
1132	393908	iLT	908
1133	139264	k71	1264
1134	339400	9XH	900
1135	398966	DK7	466
1136	21383	640	883
1137	1571	bcp	1071
1138	459144	zDK	1144
1139	310487	ZJI	1487
1140	364068	RDW	68
1141	222019	q07	19
1142	209167	Xuv	167
1143	88792	XhQ	1292
1144	256829	uTW	329
1145	247592	v1I	92
1146	422207	sPy	1207
1147	326671	hP4	171
1148	432552	xK5	552
1149	198336	va5	336
1150	416919	3N4	919
1151	234276	O1W	776
1152	61713	MFK	213
1153	391820	9ne	320
1154	37390	gnS	1390
1155	426891	Npj	891
1156	105300	Lsi	1300
1157	20768	kfe	1268
1158	118214	xXH	1214
1159	181967	GeF	1467
1160	340402	ljg	1402
1161	174190	gTc	1190
1162	153026	Tl1	26
1163	54094	bd8	94
1164	74310	mtP	310
1165	381477	Mhj	477
1166	114125	xgn	625
1167	204007	vnc	1007
1168	59957	PSR	457
1169	333500	LCQ	1500
1170	51265	GZx	765
1171	94324	2Cc	324
1172	105337	llo	837
1173	9598	4hm	98
1174	9047	5dP	47
1175	387534	8Dm	1034
1176	129850	VgV	350
1177	381469	rCO	469
1178	183828	5VE	828
1179	311067	ujQ	67
1180	181410	zaQ	1410
1181	374243	RVL	743
1182	176974	mXM	974
1183	475345	3Ro	1345
1184	111621	24M	121
1185	445991	hsz	491
1186	152556	onC	56
1187	356075	WBQ	1075
1188	368037	VTn	1037
1189	326759	C60	259
1190	155814	D60	814
1191	11256	TfU	756
1192	356481	HLi	981
1193	483180	lSv	680
1194	342036	1C1	536
1195	70439	Dy0	1439
1196	211986	0Ju	1486
1197	75762	SCz	262
1198	122040	thT	1040
1199	360831	Vlq	831
1200	225809	hPG	1309
1201	204008	CVu	8
1202	21897	lUt	1397
1203	274710	mHI	710
1204	49698	mzi	698
1205	473908	Iuv	408
1206	246702	4Of	1202
1207	490388	gXA	388
1208	15052	8pM	1052
1209	367779	cmX	279
1210	423672	hBc	172
1211	281242	Osv	742
1212	108140	bUq	1140
